mes,material,sku,produto,cor,tamanho,construcao,padronagem,marca,decote,detalhe,loja,centro_distribuicao,idade_loja,uf_loja,cidade_loja,regiao_loja,bairro_loja,clima_loja,perfil_loja,porte_loja,estoque_unidades_inicio,estoque_unidades_fim,estoque_unidades,estoque_unidades_mediana,prop_dias_com_estoque,venda_unidades,venda_valor_total,preco_atual,preco_original,diff_preco,etiqueta,prop_dias_com_venda,total_observacoes_vendas,pedidos,pedidos_m1,pedidos_m2,pedidos_m3,pedidos_m4,pedidos_m5,pedidos_m6,pedidos_m7,pedidos_m8,pedidos_m9,pedidos_m10,pedidos_m11,pedidos_m12
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,015fde50-aac3-4a8e-b963-8f7ee85c89f2,CD1,11.0,CE,CEARA,NORDESTE,PAPICU,3,3,2,0.000,0.000,0.6000000,0.000,0.4,3.000,390.00,139.90,139.90,0.00,Não demarc,0.12,25,661,0,0,0,0,3997,3037,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,02568ece-15d4-40d5-b05a-47069ea100e2,CD2,26.0,SP,SAO PAULO,SUDESTE,APARECIDA,2,3,4,0.000,0.000,0.7391304,0.000,0.391304347826087,2.000,274.74,139.90,139.90,0.00,Não demarc,0.08695652173913043,23,1968,0,0,0,0,9983,4293,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,08b66e4d-42f1-4171-9bd0-db235ef765b1,CD1,12.0,AL,ALAGOAS,NORDESTE,CRUZ DAS ALMAS,3,3,1,0.000,0.000,0E-7,0.000,0.0,0.000,0.00,,139.90,,Não demarc,0.0,25,661,0,0,0,0,3997,3037,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,092e338b-f578-4f78-ad42-3bb59a2e6639,CD2,18.0,SP,SAO PAULO,SUDESTE,PERDIZES,1,3,3,0.000,0.000,0.0869565,0.000,0.08695652173913043,2.000,279.80,139.90,139.90,0.00,Não demarc,0.08695652173913043,23,1968,0,0,0,0,9983,4293,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,0df49023-133b-4575-9721-7950d27e8ff3,CD2,24.0,SP,SAO PAULO,SUDESTE,JARDIM SANTA GENEBRA,2,3,4,0.000,0.000,0.2608696,0.000,0.13043478260869565,2.000,279.80,139.90,139.90,0.00,Não demarc,0.08695652173913043,23,1968,0,0,0,0,9983,4293,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,0ebced6a-ed7d-4c08-a4fb-cf64d1e6b00b,CD2,14.0,SP,SAO PAULO,SUDESTE,TAMBORE,1,3,3,0.000,0.000,0.6956522,0.000,0.34782608695652173,2.000,246.46,139.90,139.90,0.00,Não demarc,0.043478260869565216,23,1968,0,0,0,0,9983,4293,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,1059b684-ab8f-4613-a102-878017d99f60,CD1,20.0,SE,SERGIPE,NORDESTE,JARDINS,3,3,3,0.000,0.000,0E-7,0.000,0.0,0.000,0.00,,139.90,,Não demarc,0.0,25,661,0,0,0,0,3997,3037,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,26173dce-30b6-4f16-8a00-9a636ac17cf6,CD2,27.0,MG,MINAS GERAIS,SUDESTE,BELVEDERE,2,3,4,0.000,2.000,1.6521739,2.000,0.8260869565217391,0.000,0.00,139.90,139.90,0.00,Não demarc,0.0,23,1968,0,0,0,0,9983,4293,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,293f1316-741c-43d1-8cce-a5e294a95917,CD1,25.0,PB,PARAIBA,NORDESTE,CATOLE,3,3,3,0.000,1.000,0.9411765,1.000,0.9411764705882353,0.000,0.00,139.90,139.90,0.00,Não demarc,0.0,17,661,0,0,0,0,3997,3037,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,2be3a0e2-56c7-4dde-bbc6-d3157566b50d,CD2,15.0,MG,MINAS GERAIS,SUDESTE,SANTA EFIGENIA,2,3,3,0.000,2.000,1.3913043,2.000,0.6956521739130435,0.000,0.00,139.90,139.90,0.00,Não demarc,0.0,23,1968,0,0,0,0,9983,4293,0,0,0,0,0,0
2024-11-01,140affdebaedf352198be59367734054,1725acbcb337b5cf02f9109ebe27c70f,camisa,azul es,pp,viscose,listrado,3,,não definido,332aa5b5-192e-4765-abec-fb9f17737f81,CD2,42.0,SP,SAO PAULO,SUDESTE,VILA GUILHERME,1,3,4,0.000,0.000,0.6086957,1.000,0.5217391304347826,3.000,418.77,139.90,139.90,0.00,Não demarc,0.13043478260869565,23,1968,0,0,0,0,9983,4293,0,0,0,0,0,0
