mes,material,sku,produto,cor,tamanho,construcao,padronagem,marca,decote,detalhe,loja,centro_distribuicao,idade_loja,uf_loja,cidade_loja,regiao_loja,bairro_loja,clima_loja,perfil_loja,porte_loja,estoque_unidades_inicio,estoque_unidades_fim,estoque_unidades,estoque_unidades_mediana,prop_dias_com_estoque,venda_unidades,venda_valor_total,preco_atual,preco_original,diff_preco,etiqueta,prop_dias_com_venda,total_observacoes_vendas,pedidos,pedidos_m1,pedidos_m2,pedidos_m3,pedidos_m4,pedidos_m5,pedidos_m6,pedidos_m7,pedidos_m8,pedidos_m9,pedidos_m10,pedidos_m11,pedidos_m12
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,015fde50-aac3-4a8e-b963-8f7ee85c89f2,CD1,11.0,CE,CEARA,NORDESTE,PAPICU,3,3,2,2.000,2.000,1.9000000,2.000,1.0,1.000,129.99,,,,,0.03333333333333333,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,02568ece-15d4-40d5-b05a-47069ea100e2,CD2,26.0,SP,SAO PAULO,SUDESTE,APARECIDA,2,3,4,1.000,4.000,1.8333333,2.000,0.8666666666666667,5.000,649.95,,,,,0.16666666666666666,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,05bc0f43-3c7b-4d32-81ce-02a036f1d66f,CD1,17.0,CE,CEARA,NORDESTE,SAPIRANGA,3,2,1,0.000,2.000,1.7000000,2.000,0.85,0.000,0.00,,,,,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,08b66e4d-42f1-4171-9bd0-db235ef765b1,CD1,12.0,AL,ALAGOAS,NORDESTE,CRUZ DAS ALMAS,3,3,1,2.000,2.000,2.0000000,2.000,1.0,0.000,0.00,,,,,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,092e338b-f578-4f78-ad42-3bb59a2e6639,CD2,18.0,SP,SAO PAULO,SUDESTE,PERDIZES,1,3,3,2.000,1.000,1.7000000,2.000,1.0,1.000,129.99,,,,,0.03333333333333333,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,0df49023-133b-4575-9721-7950d27e8ff3,CD2,24.0,SP,SAO PAULO,SUDESTE,JARDIM SANTA GENEBRA,2,3,4,2.000,2.000,2.0000000,2.000,1.0,0.000,0.00,,,,,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,0ebced6a-ed7d-4c08-a4fb-cf64d1e6b00b,CD2,14.0,SP,SAO PAULO,SUDESTE,TAMBORE,1,3,3,2.000,2.000,2.0000000,2.000,1.0,0.000,0.00,,,,,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,1059b684-ab8f-4613-a102-878017d99f60,CD1,20.0,SE,SERGIPE,NORDESTE,JARDINS,3,3,3,3.000,2.000,1.8333333,2.000,0.8666666666666667,3.000,389.97,,,,,0.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,1a427e10-a3b6-42e1-bf0a-594271d35973,CD2,23.0,SP,SAO PAULO,SUDESTE,JD. AMERICA,2,2,4,0.000,2.000,1.6666667,2.000,0.8333333333333334,0.000,0.00,,,,,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,f76d7435264e1b996996fa92f6546b9d,d91fc0ba7e5555f1b611ff568dc80696,vestido,preto,pp,malha,liso,9,decote v,não definido,1d8ce6b7-8d94-4b97-bc89-fbdac3f62762,CD2,15.0,SP,SAO PAULO,SUDESTE,VILA YARA,1,2,2,2.000,2.000,1.9000000,2.000,1.0,1.000,129.99,,,,,0.03333333333333333,30,0,0,0,0,0,0,0,0,0,0,0,0,0
